Date,Close,Ticker
2023-01-01 00:00:00+00:00,16625.080078125,BTC-USD
2023-01-02 00:00:00+00:00,16688.470703125,BTC-USD
2023-01-03 00:00:00+00:00,16679.857421875,BTC-USD
2023-01-04 00:00:00+00:00,16863.23828125,BTC-USD
2023-01-05 00:00:00+00:00,16836.736328125,BTC-USD
2023-01-06 00:00:00+00:00,16951.96875,BTC-USD
2023-01-07 00:00:00+00:00,16955.078125,BTC-USD
2023-01-08 00:00:00+00:00,17091.14453125,BTC-USD
2023-01-09 00:00:00+00:00,17196.5546875,BTC-USD
2023-01-10 00:00:00+00:00,17446.29296875,BTC-USD
2023-01-11 00:00:00+00:00,17934.896484375,BTC-USD
2023-01-12 00:00:00+00:00,18869.587890625,BTC-USD
2023-01-13 00:00:00+00:00,19909.57421875,BTC-USD
2023-01-14 00:00:00+00:00,20976.298828125,BTC-USD
2023-01-15 00:00:00+00:00,20880.798828125,BTC-USD
2023-01-16 00:00:00+00:00,21169.6328125,BTC-USD
2023-01-17 00:00:00+00:00,21161.51953125,BTC-USD
2023-01-18 00:00:00+00:00,20688.78125,BTC-USD
2023-01-19 00:00:00+00:00,21086.79296875,BTC-USD
2023-01-20 00:00:00+00:00,22676.552734375,BTC-USD
2023-01-21 00:00:00+00:00,22777.625,BTC-USD
2023-01-22 00:00:00+00:00,22720.416015625,BTC-USD
2023-01-23 00:00:00+00:00,22934.431640625,BTC-USD
2023-01-24 00:00:00+00:00,22636.46875,BTC-USD
2023-01-25 00:00:00+00:00,23117.859375,BTC-USD
2023-01-26 00:00:00+00:00,23032.77734375,BTC-USD
2023-01-27 00:00:00+00:00,23078.728515625,BTC-USD
2023-01-28 00:00:00+00:00,23031.08984375,BTC-USD
2023-01-29 00:00:00+00:00,23774.56640625,BTC-USD
2023-01-30 00:00:00+00:00,22840.138671875,BTC-USD
2023-01-31 00:00:00+00:00,23139.283203125,BTC-USD
2023-02-01 00:00:00+00:00,23723.76953125,BTC-USD
2023-02-02 00:00:00+00:00,23471.87109375,BTC-USD
2023-02-03 00:00:00+00:00,23449.322265625,BTC-USD
2023-02-04 00:00:00+00:00,23331.84765625,BTC-USD
2023-02-05 00:00:00+00:00,22955.666015625,BTC-USD
2023-02-06 00:00:00+00:00,22760.109375,BTC-USD
2023-02-07 00:00:00+00:00,23264.291015625,BTC-USD
2023-02-08 00:00:00+00:00,22939.3984375,BTC-USD
2023-02-09 00:00:00+00:00,21819.0390625,BTC-USD
2023-02-10 00:00:00+00:00,21651.18359375,BTC-USD
2023-02-11 00:00:00+00:00,21870.875,BTC-USD
2023-02-12 00:00:00+00:00,21788.203125,BTC-USD
2023-02-13 00:00:00+00:00,21808.1015625,BTC-USD
2023-02-14 00:00:00+00:00,22220.8046875,BTC-USD
2023-02-15 00:00:00+00:00,24307.841796875,BTC-USD
2023-02-16 00:00:00+00:00,23623.474609375,BTC-USD
2023-02-17 00:00:00+00:00,24565.6015625,BTC-USD
2023-02-18 00:00:00+00:00,24641.27734375,BTC-USD
2023-02-19 00:00:00+00:00,24327.642578125,BTC-USD
2023-02-20 00:00:00+00:00,24829.1484375,BTC-USD
2023-02-21 00:00:00+00:00,24436.353515625,BTC-USD
2023-02-22 00:00:00+00:00,24188.84375,BTC-USD
2023-02-23 00:00:00+00:00,23947.4921875,BTC-USD
2023-02-24 00:00:00+00:00,23198.126953125,BTC-USD
2023-02-25 00:00:00+00:00,23175.375,BTC-USD
2023-02-26 00:00:00+00:00,23561.212890625,BTC-USD
2023-02-27 00:00:00+00:00,23522.87109375,BTC-USD
2023-02-28 00:00:00+00:00,23147.353515625,BTC-USD
2023-03-01 00:00:00+00:00,23646.55078125,BTC-USD
2023-03-02 00:00:00+00:00,23475.466796875,BTC-USD
2023-03-03 00:00:00+00:00,22362.6796875,BTC-USD
2023-03-04 00:00:00+00:00,22353.349609375,BTC-USD
2023-03-05 00:00:00+00:00,22435.513671875,BTC-USD
2023-03-06 00:00:00+00:00,22429.7578125,BTC-USD
2023-03-07 00:00:00+00:00,22219.76953125,BTC-USD
2023-03-08 00:00:00+00:00,21718.080078125,BTC-USD
2023-03-09 00:00:00+00:00,20363.021484375,BTC-USD
2023-03-10 00:00:00+00:00,20187.244140625,BTC-USD
2023-03-11 00:00:00+00:00,20632.41015625,BTC-USD
2023-03-12 00:00:00+00:00,22163.94921875,BTC-USD
2023-03-13 00:00:00+00:00,24197.533203125,BTC-USD
2023-03-14 00:00:00+00:00,24746.07421875,BTC-USD
2023-03-15 00:00:00+00:00,24375.9609375,BTC-USD
2023-03-16 00:00:00+00:00,25052.7890625,BTC-USD
2023-03-17 00:00:00+00:00,27423.9296875,BTC-USD
2023-03-18 00:00:00+00:00,26965.87890625,BTC-USD
2023-03-19 00:00:00+00:00,28038.67578125,BTC-USD
2023-03-20 00:00:00+00:00,27767.236328125,BTC-USD
2023-03-21 00:00:00+00:00,28175.81640625,BTC-USD
2023-03-22 00:00:00+00:00,27307.4375,BTC-USD
2023-03-23 00:00:00+00:00,28333.97265625,BTC-USD
2023-03-24 00:00:00+00:00,27493.28515625,BTC-USD
2023-03-25 00:00:00+00:00,27494.70703125,BTC-USD
2023-03-26 00:00:00+00:00,27994.330078125,BTC-USD
2023-03-27 00:00:00+00:00,27139.888671875,BTC-USD
2023-03-28 00:00:00+00:00,27268.130859375,BTC-USD
2023-03-29 00:00:00+00:00,28348.44140625,BTC-USD
2023-03-30 00:00:00+00:00,28033.5625,BTC-USD
2023-03-31 00:00:00+00:00,28478.484375,BTC-USD
2023-04-01 00:00:00+00:00,28411.03515625,BTC-USD
2023-04-02 00:00:00+00:00,28199.30859375,BTC-USD
2023-04-03 00:00:00+00:00,27790.220703125,BTC-USD
2023-04-04 00:00:00+00:00,28168.08984375,BTC-USD
2023-04-05 00:00:00+00:00,28177.984375,BTC-USD
2023-04-06 00:00:00+00:00,28044.140625,BTC-USD
2023-04-07 00:00:00+00:00,27925.859375,BTC-USD
2023-04-08 00:00:00+00:00,27947.794921875,BTC-USD
2023-04-09 00:00:00+00:00,28333.05078125,BTC-USD
2023-04-10 00:00:00+00:00,29652.98046875,BTC-USD
2023-04-11 00:00:00+00:00,30235.05859375,BTC-USD
2023-04-12 00:00:00+00:00,30139.052734375,BTC-USD
2023-04-13 00:00:00+00:00,30399.06640625,BTC-USD
2023-04-14 00:00:00+00:00,30485.69921875,BTC-USD
2023-04-15 00:00:00+00:00,30318.49609375,BTC-USD
2023-04-16 00:00:00+00:00,30315.35546875,BTC-USD
2023-04-17 00:00:00+00:00,29445.044921875,BTC-USD
2023-04-18 00:00:00+00:00,30397.552734375,BTC-USD
2023-04-19 00:00:00+00:00,28822.6796875,BTC-USD
2023-04-20 00:00:00+00:00,28245.98828125,BTC-USD
2023-04-21 00:00:00+00:00,27276.91015625,BTC-USD
2023-04-22 00:00:00+00:00,27817.5,BTC-USD
2023-04-23 00:00:00+00:00,27591.384765625,BTC-USD
2023-04-24 00:00:00+00:00,27525.33984375,BTC-USD
2023-04-25 00:00:00+00:00,28307.59765625,BTC-USD
2023-04-26 00:00:00+00:00,28422.701171875,BTC-USD
2023-04-27 00:00:00+00:00,29473.787109375,BTC-USD
2023-04-28 00:00:00+00:00,29340.26171875,BTC-USD
2023-04-29 00:00:00+00:00,29248.48828125,BTC-USD
2023-04-30 00:00:00+00:00,29268.806640625,BTC-USD
2023-05-01 00:00:00+00:00,28091.568359375,BTC-USD
2023-05-02 00:00:00+00:00,28680.537109375,BTC-USD
2023-05-03 00:00:00+00:00,29006.30859375,BTC-USD
2023-05-04 00:00:00+00:00,28847.7109375,BTC-USD
2023-05-05 00:00:00+00:00,29534.384765625,BTC-USD
2023-05-06 00:00:00+00:00,28904.623046875,BTC-USD
2023-05-07 00:00:00+00:00,28454.978515625,BTC-USD
2023-05-08 00:00:00+00:00,27694.2734375,BTC-USD
2023-05-09 00:00:00+00:00,27658.775390625,BTC-USD
2023-05-10 00:00:00+00:00,27621.755859375,BTC-USD
2023-05-11 00:00:00+00:00,27000.7890625,BTC-USD
2023-05-12 00:00:00+00:00,26804.990234375,BTC-USD
2023-05-13 00:00:00+00:00,26784.078125,BTC-USD
2023-05-14 00:00:00+00:00,26930.638671875,BTC-USD
2023-05-15 00:00:00+00:00,27192.693359375,BTC-USD
2023-05-16 00:00:00+00:00,27036.650390625,BTC-USD
2023-05-17 00:00:00+00:00,27398.802734375,BTC-USD
2023-05-18 00:00:00+00:00,26832.208984375,BTC-USD
2023-05-19 00:00:00+00:00,26890.12890625,BTC-USD
2023-05-20 00:00:00+00:00,27129.5859375,BTC-USD
2023-05-21 00:00:00+00:00,26753.826171875,BTC-USD
2023-05-22 00:00:00+00:00,26851.27734375,BTC-USD
2023-05-23 00:00:00+00:00,27225.7265625,BTC-USD
2023-05-24 00:00:00+00:00,26334.818359375,BTC-USD
2023-05-25 00:00:00+00:00,26476.20703125,BTC-USD
2023-05-26 00:00:00+00:00,26719.291015625,BTC-USD
2023-05-27 00:00:00+00:00,26868.353515625,BTC-USD
2023-05-28 00:00:00+00:00,28085.646484375,BTC-USD
2023-05-29 00:00:00+00:00,27745.884765625,BTC-USD
2023-05-30 00:00:00+00:00,27702.349609375,BTC-USD
2023-05-31 00:00:00+00:00,27219.658203125,BTC-USD
2023-06-01 00:00:00+00:00,26819.97265625,BTC-USD
2023-06-02 00:00:00+00:00,27249.58984375,BTC-USD
2023-06-03 00:00:00+00:00,27075.12890625,BTC-USD
2023-06-04 00:00:00+00:00,27119.06640625,BTC-USD
2023-06-05 00:00:00+00:00,25760.09765625,BTC-USD
2023-06-06 00:00:00+00:00,27238.783203125,BTC-USD
2023-06-07 00:00:00+00:00,26345.998046875,BTC-USD
2023-06-08 00:00:00+00:00,26508.216796875,BTC-USD
2023-06-09 00:00:00+00:00,26480.375,BTC-USD
